SPGRP,GEAR,SPID,CNAME,COMPLEX,COMPLEX2,COMPLEX3,SNAME,YEAR
Flatfish,Trawl,BSOL,BUTTER SOLE,FLAT,....,RFLT,ISOPSETTA ISOLEPIS,2013
Other groundfish,Trawl,GRDR,UNSP. GRENADIERS,MGRN,....,....,N/A,2011
"Sharks, skates and rays",Fixed gear,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2013
Other groundfish,Fixed gear,GRDR,UNSP. GRENADIERS,MGRN,....,....,N/A,2011
Other groundfish,Trawl,GRDR,UNSP. GRENADIERS,MGRN,....,....,N/A,2012
Other groundfish,Trawl,GRDR,UNSP. GRENADIERS,MGRN,....,....,N/A,2009
Other groundfish,Trawl,GREN,PACIFIC GRENADIER,....,....,....,CORYPHAENOIDES ACROLEPIS,2012
Other groundfish,Trawl,GREN,PACIFIC GRENADIER,....,....,....,CORYPHAENOIDES ACROLEPIS,2011
Other groundfish,Trawl,GREN,PACIFIC GRENADIER,....,....,....,CORYPHAENOIDES ACROLEPIS,2010
Rockfish,Fixed gear,GSP1,NOM. GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2010
Rockfish,Fixed gear,GSP1,NOM. GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2011
Rockfish,Fixed gear,GSP1,NOM. GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2012
Rockfish,Trawl,GSP1,NOM. GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2009
Rockfish,Trawl,GSP1,NOM. GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2012
Rockfish,Trawl,GSP1,NOM. GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2011
Rockfish,Trawl,GSPT,GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES CHLOROSTICTUS,2010
Rockfish,Fixed gear,GSPT,GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES CHLOROSTICTUS,2009
Rockfish,Fixed gear,GSPT,GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES CHLOROSTICTUS,2012
Rockfish,Trawl,GSPT,GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES CHLOROSTICTUS,2012
Rockfish,Trawl,GSPT,GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES CHLOROSTICTUS,2009
Rockfish,Trawl,GSPT,GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES CHLOROSTICTUS,2011
Other groundfish,Trawl,KGL1,NOM. KELP GREENLING,ROND,....,....,HEXAGRAMMOS SPP.,2013
Rockfish,Fixed gear,GSR1,NOM. GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2011
Rockfish,Fixed gear,GSR1,NOM. GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2012
Rockfish,Trawl,GSR1,NOM. GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2009
Thornyheads,Trawl,THDS,THORNYHEADS (MIXED),ROCK,TRNY,....,SEBASTOLOBUS SPP.,2013
Rockfish,Trawl,GSR1,NOM. GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2012
Rockfish,Trawl,GSR1,NOM. GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2011
Rockfish,Fixed gear,GSRK,GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES ELONGATUS,2012
Rockfish,Trawl,GSRK,GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES ELONGATUS,2009
Rockfish,Fixed gear,GSRK,GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES ELONGATUS,2011
Rockfish,Trawl,GSRK,GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES ELONGATUS,2011
Rockfish,Trawl,GSRK,GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES ELONGATUS,2012
Rockfish,Trawl,GSRK,GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES ELONGATUS,2010
Rockfish,Fixed gear,GSRK,GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES ELONGATUS,2009
Flatfish,Trawl,HTRB,HORNYHEAD TURBOT,FLAT,....,RFLT,PLEURONICHTHYS VERTICALIS,2011
Flatfish,Fixed gear,HTRB,HORNYHEAD TURBOT,FLAT,....,RFLT,PLEURONICHTHYS VERTICALIS,2011
Other groundfish,Trawl,KGL1,NOM. KELP GREENLING,ROND,....,....,HEXAGRAMMOS SPP.,2011
Other groundfish,Trawl,KGL1,NOM. KELP GREENLING,ROND,....,....,HEXAGRAMMOS SPP.,2012
Other groundfish,Trawl,LCD1,NOM. LINGCOD,ROND,....,....,OPHIODON SPP.,2012
Other groundfish,Fixed gear,LCD1,NOM. LINGCOD,ROND,....,....,OPHIODON SPP.,2011
Other groundfish,Trawl,LCD1,NOM. LINGCOD,ROND,....,....,OPHIODON SPP.,2009
Other groundfish,Fixed gear,LCD1,NOM. LINGCOD,ROND,....,....,OPHIODON SPP.,2009
Other groundfish,Trawl,LCD1,NOM. LINGCOD,ROND,....,....,OPHIODON SPP.,2010
Other groundfish,Fixed gear,LCD1,NOM. LINGCOD,ROND,....,....,OPHIODON SPP.,2012
Other groundfish,Trawl,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2012
Rockfish,Trawl,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2013
Thornyheads,Trawl,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2013
Thornyheads,Trawl,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2013
Thornyheads,Fixed gear,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2013
Rockfish,Fixed gear,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2013
Other groundfish,Trawl,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2009
Rockfish,Fixed gear,CNR1,NOM. CANARY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2013
Other groundfish,Trawl,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2010
Other groundfish,Fixed gear,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2010
Other groundfish,Fixed gear,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2009
Rockfish,Fixed gear,BCAC,BOCACCIO,ROCK,....,NSLF,SEBASTES PAUCISPINIS,2013
Rockfish,Fixed gear,STL1,NOM. STRIPETAIL ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2013
Other groundfish,Fixed gear,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2011
Other groundfish,Fixed gear,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2012
Other groundfish,Trawl,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2011
"Sharks, skates and rays",Fixed gear,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2010
"Sharks, skates and rays",Fixed gear,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2012
"Sharks, skates and rays",Fixed gear,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2009
Rockfish,Trawl,CWCD,COWCOD ROCKFISH,ROCK,....,NSLF,SEBASTES LEVIS,2013
"Sharks, skates and rays",Trawl,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2011
Rockfish,Trawl,VRML,VERMILION ROCKFISH,ROCK,....,NSLF,SEBASTES MINIATUS,2013
"Sharks, skates and rays",Fixed gear,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2011
"Sharks, skates and rays",Trawl,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2012
"Sharks, skates and rays",Trawl,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2010
Rockfish,Fixed gear,BCC1,NOM. BOCACCIO,ROCK,....,NSLF,SEBASTES SPP.,2013
"Sharks, skates and rays",Trawl,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2009
Thornyheads,Fixed gear,LSP1,NOM. LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2010
Thornyheads,Trawl,LSP1,NOM. LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2012
Thornyheads,Trawl,LSP1,NOM. LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2009
Thornyheads,Trawl,LSP1,NOM. LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2010
Thornyheads,Fixed gear,LSP1,NOM. LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2012
"Sharks, skates and rays",Trawl,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2013
Thornyheads,Trawl,LSP1,NOM. LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2011
Thornyheads,Fixed gear,LSP1,NOM. LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2011
Thornyheads,Fixed gear,LSPN,LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALTIVELIS,2010
Thornyheads,Fixed gear,LSPN,LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALTIVELIS,2011
Thornyheads,Trawl,LSPN,LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALTIVELIS,2010
Thornyheads,Trawl,LSPN,LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALTIVELIS,2012
Rockfish,Trawl,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2013
Thornyheads,Fixed gear,LSPN,LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALTIVELIS,2009
Thornyheads,Trawl,LSPN,LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALTIVELIS,2009
Thornyheads,Trawl,LSPN,LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALTIVELIS,2011
Thornyheads,Fixed gear,LSPN,LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALTIVELIS,2012
Rockfish,Fixed gear,BLGL,BLACKGILL ROCKFISH,ROCK,....,NSLP,SEBASTES MELANOSTOMUS,2013
"Sharks, skates and rays",Trawl,LSRK,LEOPARD SHARK,MGRN,SHRK,....,TRIAKIS SEMIFASCIATA,2010
"Sharks, skates and rays",Trawl,LSRK,LEOPARD SHARK,MGRN,SHRK,....,TRIAKIS SEMIFASCIATA,2011
Rockfish,Trawl,MXR1,NOM. MEXICAN ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2012
Rockfish,Trawl,MXRF,MEXICAN ROCKFISH,ROCK,....,NSLF,SEBASTES MACDONALDI,2012
Rockfish,Trawl,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2011
Rockfish,Fixed gear,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2012
Rockfish,Fixed gear,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2010
Flatfish,Fixed gear,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2013
"Sharks, skates and rays",Fixed gear,DSRK,SPINY DOGFISH,MGRN,SHRK,....,SQUALUS ACANTHIAS,2013
Rockfish,Trawl,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2012
Rockfish,Trawl,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2009
Rockfish,Fixed gear,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2009
Rockfish,Trawl,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2010
Rockfish,Fixed gear,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2011
Rockfish,Trawl,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2011
Rockfish,Trawl,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2010
Rockfish,Fixed gear,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2013
Rockfish,Fixed gear,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2011
Rockfish,Trawl,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2009
Rockfish,Fixed gear,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2009
Rockfish,Fixed gear,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2012
Rockfish,Trawl,BLK1,NOM. BLACK ROCKFISH,ROCK,....,....,SEBASTES SPP.,2013
Rockfish,Trawl,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2012
Rockfish,Fixed gear,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2010
Rockfish,Trawl,NUSR,NOR. UNSP. NEAR-SHORE ROCKFISH,ROCK,....,NSHR,N/A,2012
Rockfish,Fixed gear,NUSR,NOR. UNSP. NEAR-SHORE ROCKFISH,ROCK,....,NSHR,N/A,2010
Flatfish,Trawl,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2012
Flatfish,Fixed gear,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2010
Flatfish,Fixed gear,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2011
Rockfish,Trawl,QLB1,NOM. QUILLBACK ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2013
Flatfish,Trawl,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2011
Rockfish,Trawl,RCK6,UNSP. ROSEFISH RCKFSH,ROCK,....,NSLP,N/A,2013
Flatfish,Fixed gear,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2009
Flatfish,Fixed gear,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2012
Flatfish,Trawl,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2009
Other groundfish,Trawl,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2009
Rockfish,Fixed gear,GBL1,NOM. GREENBLOTCHED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2013
Rockfish,Trawl,ARR1,NOM. AURORA ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2013
Other groundfish,Fixed gear,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2009
"Sharks, skates and rays",Trawl,LSRK,LEOPARD SHARK,MGRN,SHRK,....,TRIAKIS SEMIFASCIATA,2013
Other groundfish,Trawl,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2011
Other groundfish,Fixed gear,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2010
Other groundfish,Fixed gear,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2011
Other groundfish,Fixed gear,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2012
Other groundfish,Trawl,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2012
Other groundfish,Trawl,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2013
Rockfish,Fixed gear,OLV1,NOM. OLIVE ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2010
Rockfish,Fixed gear,OLV1,NOM. OLIVE ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2009
Other groundfish,Trawl,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2012
Other groundfish,Fixed gear,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2009
Other groundfish,Fixed gear,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2011
Other groundfish,Fixed gear,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2012
Other groundfish,Trawl,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2010
Other groundfish,Trawl,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2011
Other groundfish,Trawl,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2009
Other groundfish,Fixed gear,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2010
Flatfish,Fixed gear,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2010
Flatfish,Fixed gear,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2012
Flatfish,Trawl,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2009
Flatfish,Trawl,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2010
Flatfish,Fixed gear,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2009
Flatfish,Trawl,ARTH,ARROWTOOTH FLOUNDER,FLAT,TRBT,....,ATHERESTHES STOMIAS,2013
Rockfish,Trawl,DBRK,DARKBLOTCHED ROCKFISH,ROCK,....,....,SEBASTES CRAMERI,2013
Rockfish,Trawl,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2013
Flatfish,Trawl,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2012
Flatfish,Fixed gear,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2011
Flatfish,Trawl,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2011
Flatfish,Trawl,PDB1,NOM. PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2011
Flatfish,Trawl,PDB1,NOM. PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2009
Rockfish,Trawl,PGMY,PYGMY ROCKFISH,ROCK,....,NSLF,SEBASTES WILSONI,2012
Rockfish,Trawl,PGMY,PYGMY ROCKFISH,ROCK,....,NSLF,SEBASTES WILSONI,2011
Other groundfish,Fixed gear,PLCK,WALLEYE POLLOCK,ROND,....,....,THERAGRA CHALCOGRAMMA,2010
Other groundfish,Trawl,PLCK,WALLEYE POLLOCK,ROND,....,....,THERAGRA CHALCOGRAMMA,2012
Rockfish,Fixed gear,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2013
Rockfish,Trawl,PNKR,PINK ROCKFISH,ROCK,....,NSLF,SEBASTES EOS,2012
Other groundfish,Fixed gear,LCD1,NOM. LINGCOD,ROND,....,....,OPHIODON SPP.,2013
Rockfish,Trawl,POP,PACIFIC OCEAN PERCH,ROCK,....,....,SEBASTES ALUTUS,2011
Rockfish,Fixed gear,GSP1,NOM. GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2013
Rockfish,Trawl,POP,PACIFIC OCEAN PERCH,ROCK,....,....,SEBASTES ALUTUS,2012
Rockfish,Fixed gear,POP,PACIFIC OCEAN PERCH,ROCK,....,....,SEBASTES ALUTUS,2009
Dover sole,Fixed gear,DVR1,NOM. DOVER SOLE,FLAT,....,....,N/A,2013
Rockfish,Fixed gear,BGL1,NOM. BLACKGILL ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2013
Rockfish,Fixed gear,RDB1,NOM. REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2013
Rockfish,Trawl,POP,PACIFIC OCEAN PERCH,ROCK,....,....,SEBASTES ALUTUS,2010
Rockfish,Fixed gear,POP,PACIFIC OCEAN PERCH,ROCK,....,....,SEBASTES ALUTUS,2010
Rockfish,Fixed gear,BNK1,NOM. BANK ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2013
Rockfish,Fixed gear,POP,PACIFIC OCEAN PERCH,ROCK,....,....,SEBASTES ALUTUS,2011
Rockfish,Fixed gear,POP,PACIFIC OCEAN PERCH,ROCK,....,....,SEBASTES ALUTUS,2012
Rockfish,Trawl,POP,PACIFIC OCEAN PERCH,ROCK,....,....,SEBASTES ALUTUS,2009
Rockfish,Fixed gear,POP2,NOM. POP,ROCK,....,....,SEBASTES SPP.,2012
Rockfish,Trawl,POP2,NOM. POP,ROCK,....,....,SEBASTES SPP.,2011
Rockfish,Fixed gear,POP2,NOM. POP,ROCK,....,....,SEBASTES SPP.,2010
Rockfish,Trawl,POP2,NOM. POP,ROCK,....,....,SEBASTES SPP.,2012
Rockfish,Trawl,POP2,NOM. POP,ROCK,....,....,SEBASTES SPP.,2010
Rockfish,Fixed gear,POP2,NOM. POP,ROCK,....,....,SEBASTES SPP.,2011
Rockfish,Trawl,POP2,NOM. POP,ROCK,....,....,SEBASTES SPP.,2009
Rockfish,Fixed gear,POP2,NOM. POP,ROCK,....,....,SEBASTES SPP.,2009
Rockfish,Fixed gear,PRR1,NOM. PINKROSE ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2010
Petrale sole,Fixed gear,PTR1,NOM. PETRALE SOLE,FLAT,....,....,N/A,2012
Petrale sole,Fixed gear,PTR1,NOM. PETRALE SOLE,FLAT,....,....,N/A,2011
Petrale sole,Trawl,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2011
Petrale sole,Fixed gear,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2010
Petrale sole,Trawl,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2010
Flatfish,Trawl,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2013
Rockfish,Trawl,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2013
Rockfish,Fixed gear,GSRK,GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES ELONGATUS,2013
Petrale sole,Fixed gear,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2011
Petrale sole,Trawl,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2012
Petrale sole,Fixed gear,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2012
Other groundfish,Trawl,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2013
Petrale sole,Fixed gear,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2009
Petrale sole,Trawl,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2009
Pacific whiting,Fixed gear,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2011
Pacific whiting,Trawl,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2009
Pacific whiting,Trawl,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2011
Pacific whiting,Trawl,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2012
Pacific whiting,Fixed gear,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2010
Pacific whiting,Fixed gear,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2012
Pacific whiting,Fixed gear,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2009
Pacific whiting,Trawl,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2010
Rockfish,Trawl,QLB1,NOM. QUILLBACK ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2009
Rockfish,Trawl,QLB1,NOM. QUILLBACK ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2010
Rockfish,Trawl,QLB1,NOM. QUILLBACK ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2011
Rockfish,Trawl,QLB1,NOM. QUILLBACK ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2012
Rockfish,Trawl,QLBK,QUILLBACK ROCKFISH,ROCK,....,NSHR,SEBASTES MALIGER,2011
Rockfish,Trawl,QLBK,QUILLBACK ROCKFISH,ROCK,....,NSHR,SEBASTES MALIGER,2012
Rockfish,Trawl,QLBK,QUILLBACK ROCKFISH,ROCK,....,NSHR,SEBASTES MALIGER,2009
Other groundfish,Trawl,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2010
Other groundfish,Fixed gear,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2012
Other groundfish,Trawl,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2011
Other groundfish,Fixed gear,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2010
Flatfish,Fixed gear,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2013
Other groundfish,Trawl,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2012
Other groundfish,Fixed gear,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2009
Other groundfish,Fixed gear,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2011
Other groundfish,Trawl,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2009
Rockfish,Fixed gear,RCK5,UNSP. SMALL REDS RCKFSH,ROCK,....,NSLP,N/A,2013
Rockfish,Fixed gear,RCK4,UNSP. REDS RCKFSH,ROCK,....,NSLF,N/A,2012
Rockfish,Trawl,RCK4,UNSP. REDS RCKFSH,ROCK,....,NSLF,N/A,2009
Rockfish,Trawl,RCK5,UNSP. SMALL REDS RCKFSH,ROCK,....,NSLP,N/A,2009
Rockfish,Fixed gear,RCK5,UNSP. SMALL REDS RCKFSH,ROCK,....,NSLP,N/A,2011
Rockfish,Fixed gear,RCK6,UNSP. ROSEFISH RCKFSH,ROCK,....,NSLP,N/A,2009
Rockfish,Trawl,RCK6,UNSP. ROSEFISH RCKFSH,ROCK,....,NSLP,N/A,2009
Rockfish,Fixed gear,RCK6,UNSP. ROSEFISH RCKFSH,ROCK,....,NSLP,N/A,2010
Rockfish,Trawl,RDB1,NOM. REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2011
Rockfish,Trawl,RDB1,NOM. REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2012
Rockfish,Trawl,RDB1,NOM. REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2010
Rockfish,Trawl,RDB1,NOM. REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2009
Rockfish,Trawl,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2011
Rockfish,Trawl,BRW1,NOM. BROWN ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2013
