West Coast Groundfish Slope/Shelf Bottom Trawl Survey data,,,,,,,,,,,
Age Composition Length- and Sex-based Tow Tallies,,,,,,,,,,,
sablefish,,,,,,,,,,,
Extracted: 5/5/2015,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Species Code,Species,Year,Project,INPFC Area,Min Depth (m),Max Depth (m),Length (cm),Number of Tows (Female),Number of Tows (Male),Number of Tows (Unsexed),Number of Tows (w/o respect to sex)
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,24,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,26,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,28,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,30,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,32,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,34,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,36,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,38,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,40,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,42,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,44,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,46,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,48,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,50,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,52,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,54,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,56,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,58,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,60,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,62,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,64,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,66,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,68,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,70,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,72,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,74,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,76,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,78,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,54.864,182.88,80,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,20,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,22,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,24,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,26,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,28,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,30,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,32,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,34,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,36,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,38,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,40,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,42,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,44,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,46,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,48,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,50,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,52,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,54,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,56,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,58,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,60,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,62,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,64,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,66,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,68,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,70,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,72,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,74,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,76,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,78,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,54.864,182.88,80,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,20,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,22,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,24,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,26,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,28,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,30,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,32,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,34,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,36,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,38,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,40,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,42,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,44,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,46,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,48,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,50,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,52,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,54,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,56,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,58,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,60,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,62,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,64,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,66,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,68,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,70,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,72,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,74,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,76,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,78,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34To40Pt5Degs,54.864,182.88,80,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,20,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,20,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,22,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,22,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,24,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,24,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,26,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,26,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,28,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,28,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,30,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,30,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,32,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,32,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,34,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,34,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,36,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,36,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,38,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,38,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,40,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,40,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,42,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,42,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,44,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,44,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,46,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,46,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,48,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,48,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,50,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,50,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,52,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,52,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,54,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,54,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,56,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,56,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,58,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,58,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,60,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,60,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,62,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,62,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,64,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,64,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,66,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,66,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,68,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,68,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,70,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,70,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,72,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,72,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,74,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,74,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,76,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,76,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,78,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,78,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Pt5Degs,54.864,182.88,80,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,32To34Degs,54.864,182.88,80,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,20,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,22,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,24,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,26,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,28,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,30,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,32,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,34,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,36,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,38,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,40,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,42,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,44,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,46,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,48,1,2,0,3
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,50,2,5,0,5
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,52,4,5,0,6
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,54,3,3,0,4
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,56,2,2,0,3
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,58,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,60,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,62,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,64,0,3,0,3
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,66,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,68,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,70,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,72,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,74,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,76,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,78,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,182.88,548.64,80,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,20,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,22,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,24,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,26,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,28,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,30,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,32,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,34,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,36,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,38,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,40,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,42,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,44,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,46,3,4,0,5
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,48,2,5,0,7
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,50,3,6,0,8
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,52,6,4,0,9
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,54,4,2,0,5
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,56,3,1,0,4
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,58,3,2,0,4
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,60,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,62,3,0,0,3
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,64,3,0,0,3
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,66,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,68,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,70,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,72,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,74,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,76,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,78,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,80,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,20,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,22,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,24,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,26,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,28,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,30,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,32,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,34,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,36,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,38,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,40,0,0,0,0
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,42,3,4,0,5
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,44,3,4,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,46,4,6,0,9
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,48,2,3,0,5
