West Coast Groundfish Slope/Shelf Bottom Trawl Survey data,,,,,,,,,,,
Age Composition Length- and Sex-based Tow Tallies,,,,,,,,,,,
sablefish,,,,,,,,,,,
Extracted: 5/5/2015,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Species Code,Species,Year,Project,INPFC Area,Min Depth (m),Max Depth (m),Length (cm),Number of Tows (Female),Number of Tows (Male),Number of Tows (Unsexed),Number of Tows (w/o respect to sex)
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,58,3,3,0,6
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,59,6,0,0,6
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,60,3,3,0,6
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,61,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,62,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,63,1,2,0,3
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,64,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,65,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,67,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,68,2,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,69,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,71,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,72,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,73,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,74,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,76,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,548.64,900,77,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,43,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,44,1,2,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,45,0,2,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,46,1,3,0,3
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,47,3,1,0,4
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,48,2,4,0,4
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,49,1,7,0,8
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,50,4,4,0,7
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,51,2,6,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,52,4,3,0,7
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,53,1,5,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,54,2,4,0,4
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,55,3,3,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,56,2,2,0,4
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,57,1,2,0,3
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,58,1,2,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,59,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,60,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,61,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,548.64,900,65,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,48,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,49,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,50,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,52,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,53,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,54,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,55,0,2,0,2
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,56,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,57,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,58,0,2,0,2
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,59,1,2,0,3
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,60,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,61,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,62,3,1,0,3
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,65,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,68,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,73,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,45To49Degs,900,1280.16,82,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,44,0,0,1,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,50,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,51,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,52,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,53,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,54,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,55,1,1,1,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,56,0,2,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,57,1,6,0,6
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,58,1,1,1,3
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,59,3,1,0,3
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,60,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,61,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,62,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,63,2,1,0,3
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,64,3,0,0,3
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,65,3,0,0,3
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,66,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,67,1,1,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,68,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,69,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,70,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,71,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,72,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,75,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,78,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,48,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,49,0,1,0,1
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,51,0,4,0,4
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,52,0,3,0,3
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,53,2,6,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,54,2,5,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,2,6,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,1,5,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,57,4,4,0,5
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,58,1,4,0,4
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,59,1,3,0,4
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,60,4,3,0,6
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,61,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,3,1,0,4
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,63,2,0,0,2
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,64,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,65,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,66,3,0,0,3
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,69,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,72,1,0,0,1
20510,sablefish,1998,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,77,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,39,0,1,0,1
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,46,0,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,47,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,49,0,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,50,1,4,0,4
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,51,0,6,0,6
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,52,1,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,53,2,3,0,5
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,54,1,5,0,5
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,55,1,1,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,56,0,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,57,2,0,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,58,1,2,0,3
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,61,2,0,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,62,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,63,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,64,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,70,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,182.88,548.64,77,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,47,1,2,0,3
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,48,0,1,0,1
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,49,0,1,0,1
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,50,0,2,1,3
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,51,1,4,0,5
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,52,2,5,1,8
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,53,1,4,0,5
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,54,1,3,0,4
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,55,2,3,0,4
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,56,3,4,0,6
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,57,4,1,0,5
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,59,3,2,0,5
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,60,3,2,0,5
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,61,2,1,0,3
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,62,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,63,3,0,0,3
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,64,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,65,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,66,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,67,2,0,0,2
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,69,2,0,0,2
20510,sablefish,1999,Groundfish Slope Survey,40Pt5To45Degs,182.88,548.64,82,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,40,0,0,1,1
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,46,0,1,0,1
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,47,0,1,0,1
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,48,1,1,0,2
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,49,0,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,50,0,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,51,3,0,0,3
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,52,3,2,0,5
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,53,1,3,1,4
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,54,2,2,1,4
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,55,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,56,4,2,1,5
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,57,1,1,0,2
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,59,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,60,2,0,0,2
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,61,2,0,0,2
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,64,2,0,0,2
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,66,2,0,0,2
20510,sablefish,1999,Groundfish Slope Survey,34Pt5To40Pt5Degs,182.88,548.64,73,1,0,0,1
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,548.64,900,50,0,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,548.64,900,51,0,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,548.64,900,53,0,3,0,3
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,548.64,900,54,0,3,0,3
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,548.64,900,55,1,1,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,548.64,900,56,0,2,0,2
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,548.64,900,57,0,4,0,4
20510,sablefish,1999,Groundfish Slope Survey,45To49Degs,548.64,900,58,2,0,0,2
